Survived,Pclass,Age,SibSp,Parch,Fare_log,age_Pclass_median,fare_Pclass_median,age_Pclass_std,fare_Pclass_std,SibSp_count,Parch_count,fare_median_diff,Distance to Lifeboat,Ticket_Count,Sex_male,Embarked_Q,Embarked_S,Side of ship_Left Center,Side of ship_NaN,Side of ship_Right,Side of ship_Right Center,Ship Location_Front,Ship Location_Mid,Ship Location_NaN
1,1,41.0,0,0,4.908971640319756,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,72.52080000000001,-1,2,0,0,0,0,1,0,0,0,0,1
1,3,45.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,1,1,1,0,1,0,0,1,0,1,0,0
0,1,45.0,0,0,3.597312260588446,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-26.4792,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,2.0,1,1,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,-1,3,1,0,1,0,1,0,0,0,0,1
1,1,24.0,3,2,5.575949103146316,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,201.0208,-1,4,0,0,1,0,1,0,0,0,0,1
0,2,28.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,25.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,36.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,24.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,2,1,0,0,1,0,0,0,1,1,0,0
1,2,40.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,4,1,0,0,1,0,0,1,0,0,0,0
1,3,24.0,1,0,2.8390784635086144,24.0,8.05,10.632997372069037,11.7239905502752,491,491,8.05,-1,1,0,0,1,0,1,0,0,0,0,1
1,3,3.0,1,1,2.8273136219290276,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.85,-1,2,1,0,1,0,1,0,0,0,0,1
0,3,42.0,0,0,2.2682524139135403,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.6124999999999989,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,23.0,0,0,2.3248357019288655,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.174999999999999,-1,1,1,0,1,0,1,0,0,0,0,1
0,1,24.0,0,0,3.58351893845611,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-26.9792,3,1,1,0,1,0,0,0,0,1,0,0
0,3,15.0,1,1,2.1076888046179385,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8208000000000011,3,1,1,0,0,0,0,0,0,1,0,0
0,3,25.0,1,0,2.9338568698359038,24.0,8.05,10.632997372069037,11.7239905502752,491,491,9.75,3,2,1,0,1,0,0,0,0,1,0,0
0,3,24.0,0,0,2.1071782966514356,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8250000000000011,3,1,1,0,0,0,0,0,0,1,0,0
0,3,28.0,0,0,2.3513752571634776,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.4499999999999993,3,1,1,0,1,0,0,0,0,1,0,0
1,1,22.0,0,1,4.02535169073515,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-6.979199999999999,3,2,0,0,1,0,0,0,0,1,0,0
0,2,38.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,3,1,0,0,1,0,0,0,0,1,0,0
1,3,24.0,0,0,2.1837114628556327,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.17080000000000073,3,1,0,1,0,0,0,0,0,1,0,0
1,3,24.0,0,0,2.1837114628556327,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.17080000000000073,3,1,0,1,0,0,0,0,0,1,0,0
0,3,40.0,1,4,3.3638415951183864,24.0,8.05,10.632997372069037,11.7239905502752,491,491,19.849999999999998,3,6,1,0,1,0,0,0,0,1,0,0
0,2,29.0,1,0,3.357621598945279,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,12.6979,3,1,1,0,0,0,0,0,0,0,1,0
0,3,45.0,0,1,2.737880811060884,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.4041999999999994,2,2,0,0,0,1,0,0,0,1,0,0
0,3,35.0,0,0,2.0856720914304723,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.0000000000000009,2,1,1,0,1,1,0,0,0,1,0,0
0,3,24.0,1,0,2.803360380906535,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.449999999999999,2,2,1,1,0,1,0,0,0,1,0,0
0,3,30.0,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,2,1,1,0,1,1,0,0,0,1,0,0
1,1,60.0,1,0,4.334017415487521,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,13.270800000000001,2,1,0,0,0,1,0,0,0,1,0,0
1,3,24.0,0,0,2.1076888046179385,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8208000000000011,2,1,0,0,0,1,0,0,0,1,0,0
1,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,2,1,0,1,0,1,0,0,0,1,0,0
1,1,24.0,0,0,4.252771798816619,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,7.320799999999998,2,2,0,0,0,1,0,0,0,1,0,0
1,1,25.0,1,0,4.0332082470129285,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-6.537500000000001,2,1,1,0,0,1,0,0,0,1,0,0
0,3,18.0,1,0,2.0143428636837015,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.5542000000000007,2,1,1,0,1,1,0,0,0,1,0,0
0,3,19.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
0,1,22.0,0,0,4.91730069488021,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,73.6541,-1,3,1,0,0,0,1,0,0,0,0,1
0,3,3.0,3,1,3.0944457464900235,24.0,8.05,10.632997372069037,11.7239905502752,491,491,13.024999999999999,-1,4,0,0,1,0,1,0,0,0,0,1
1,1,24.0,1,0,4.420896324687287,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,20.1916,5,2,0,0,0,0,0,0,1,0,1,0
1,3,22.0,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,-1,1,0,0,1,0,1,0,0,0,0,1
0,1,27.0,0,2,5.358941988364472,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,149.5208,3,1,1,0,0,0,0,0,0,1,0,0
0,3,20.0,0,0,1.6119347926326877,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-4.0375000000000005,3,1,1,0,0,0,0,0,0,1,0,0
0,3,19.0,0,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,3,1,1,0,1,0,0,0,0,1,0,0
1,1,42.0,0,0,5.4316456135398825,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,165.5458,3,4,0,0,0,0,0,0,0,1,0,0
1,3,1.0,0,2,2.817902613071225,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.691699999999999,3,2,0,0,0,0,0,0,0,1,0,0
0,3,32.0,0,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,3,1,1,0,1,0,0,0,0,1,0,0
1,1,35.0,1,0,3.970291913552122,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-9.979199999999999,3,2,0,0,1,0,0,0,0,1,0,0
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,3,1,1,0,1,0,0,0,0,1,0,0
0,2,18.0,0,0,4.310799125385514,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,58.4771,3,5,1,0,1,0,0,0,0,1,0,0
0,3,1.0,5,2,3.8691155044168695,24.0,8.05,10.632997372069037,11.7239905502752,491,491,38.849999999999994,3,6,1,0,1,0,0,0,0,1,0,0
1,2,36.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1666737276227077,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3208000000000011,3,1,1,1,0,0,0,1,0,0,1,0
1,2,17.0,0,0,2.5649493574615367,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-3.0229,-1,1,0,0,0,0,1,0,0,0,0,1
1,1,36.0,1,2,4.795790545596741,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,58.0208,5,4,1,0,1,0,0,0,0,0,1,0
1,3,21.0,0,0,2.174274334826008,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.25420000000000087,3,1,1,0,1,1,0,0,0,1,0,0
0,3,28.0,2,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,2,1,1,0,1,0,0,1,0,0,1,0
1,1,23.0,1,0,4.738607824217808,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,51.29580000000001,2,3,0,0,0,0,0,1,0,0,1,0
1,3,24.0,0,2,2.8735646395797834,24.0,8.05,10.632997372069037,11.7239905502752,491,491,8.649999999999999,2,2,0,0,1,0,0,1,0,0,1,0
0,3,22.0,0,0,2.174274334826008,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.25420000000000087,2,1,1,0,1,0,0,0,0,0,1,0
0,3,31.0,0,0,2.180891922715322,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.19580000000000108,2,1,0,0,1,0,0,0,0,0,1,0
0,2,46.0,0,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,2,2,1,0,1,0,0,0,0,0,1,0
0,2,23.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,2,1,1,0,1,0,0,0,0,0,1,0
1,2,28.0,0,0,2.613739521630969,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.3728999999999996,2,1,0,0,1,0,0,0,0,0,1,0
1,3,39.0,0,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,2,1,1,0,1,0,0,0,0,0,1,0
0,3,26.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,2,1,1,0,1,0,0,0,0,0,1,0
0,3,21.0,1,0,2.3818582738885534,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.7749999999999986,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,28.0,1,0,2.8243506567983707,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.799999999999999,-1,2,1,0,1,0,1,0,0,0,0,1
0,3,20.0,0,0,2.2682524139135403,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.6124999999999989,-1,1,0,0,1,0,1,0,0,0,0,1
0,2,34.0,1,0,3.091042453358316,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,5.9771,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,51.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,3.0,1,1,2.9831534913471307,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,3.7271,-1,3,1,0,1,0,1,0,0,0,0,1
0,3,21.0,0,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,3,1,1,0,1,0,0,1,0,1,0,0
0,3,24.0,3,1,3.275887339030031,24.0,8.05,10.632997372069037,11.7239905502752,491,491,17.4167,5,4,0,0,1,0,0,0,0,0,1,0
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.061570298060867,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.1917000000000009,-1,1,1,1,0,0,1,0,0,0,0,1
1,1,33.0,1,0,4.51085950651685,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,28.0208,-1,2,0,1,0,0,1,0,0,0,0,1
0,2,24.0,0,0,2.774018948977746,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,0.0,-1,3,1,0,1,0,1,0,0,0,0,1
1,3,44.0,0,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,3,1,0,0,1,0,0,0,0,1,0,0
1,2,34.0,1,1,3.5115454388310208,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,17.4771,-1,1,0,0,1,0,1,0,0,0,0,1
1,2,18.0,0,2,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,4,1,0,0,1,0,0,0,0,0,0,0
0,2,30.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,10.0,0,2,3.224857896545748,24.0,8.05,10.632997372069037,11.7239905502752,491,491,16.099999999999998,2,3,0,0,1,0,0,0,0,1,0,0
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,21.0,0,0,2.167143305297764,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.31670000000000087,3,1,1,1,0,1,0,0,0,0,1,0
0,3,29.0,0,0,2.1832383353614797,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1750000000000007,3,1,1,0,1,0,0,1,0,0,0,0
0,3,28.0,1,1,2.7343675094195836,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.35,-1,2,0,0,1,0,1,0,0,0,0,1
0,3,18.0,1,1,3.0545906305603445,24.0,8.05,10.632997372069037,11.7239905502752,491,491,12.162499999999998,-1,2,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,28.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,3,1,0,0,1,1,0,0,0,1,0,0
1,2,19.0,0,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,5,2,0,0,1,0,0,0,0,0,1,0
0,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,1,0,0,1,0,0,0,0,1
1,3,32.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,28.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,6,1,1,0,1,1,0,0,0,1,0,0
1,3,24.0,1,0,2.8390784635086144,24.0,8.05,10.632997372069037,11.7239905502752,491,491,8.05,3,2,0,0,1,0,0,1,0,1,0,0
1,2,42.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,3,1,0,0,1,0,0,1,0,1,0,0
0,3,17.0,0,0,2.094945728215801,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.9250000000000007,3,1,1,0,1,0,0,1,0,1,0,0
0,1,50.0,1,0,4.041295341132285,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-6.0792,3,2,1,0,1,0,0,1,0,1,0,0
1,1,14.0,1,2,4.795790545596741,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,58.0208,3,4,0,0,1,0,0,1,0,1,0,0
0,3,21.0,2,2,3.5660053559634015,24.0,8.05,10.632997372069037,11.7239905502752,491,491,26.325,3,4,0,0,1,0,0,1,0,1,0,0
1,2,24.0,2,3,2.9831534913471307,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,3.7271,3,3,0,0,1,0,0,1,0,1,0,0
0,1,64.0,1,4,5.575949103146316,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,201.0208,3,4,1,0,1,0,0,1,0,1,0,0
0,2,31.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,3,1,1,0,1,0,0,1,0,1,0,0
1,2,45.0,1,1,3.305053521109253,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,11.2271,3,3,0,0,1,0,0,1,0,1,0,0
0,3,20.0,0,0,2.3513752571634776,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.4499999999999993,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,25.0,1,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,28.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,0,0,1,0,1,0,0,0,0,1
1,3,24.0,0,0,2.2096470973347766,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0625,6,1,1,0,1,0,0,1,0,1,0,0
1,1,4.0,0,2,4.417131919904876,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,19.8791,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,13.0,0,1,3.0204248861443626,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,4.4771,-1,2,0,0,1,0,1,0,0,0,0,1
1,1,34.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,5.0,2,1,3.0085645861193133,24.0,8.05,10.632997372069037,11.7239905502752,491,491,11.208299999999998,-1,4,0,0,0,0,1,0,0,0,0,1
1,1,52.0,0,0,3.449987545831587,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-31.4792,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,36.0,1,2,3.3586377672433594,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,12.7271,3,3,1,0,1,1,0,0,0,0,0,0
0,3,24.0,1,0,3.0429354648621407,24.0,8.05,10.632997372069037,11.7239905502752,491,491,11.916699999999999,-1,1,1,0,1,0,1,0,0,0,0,1
0,1,30.0,0,0,3.3586377672433594,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-34.2292,-1,1,1,0,0,0,1,0,0,0,0,1
1,1,49.0,1,0,4.500966778400217,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,27.125000000000007,-1,2,1,0,0,0,1,0,0,0,0,1
0,3,24.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,29.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,5,1,1,0,0,0,0,1,0,1,0,0
0,1,65.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,24.0,1,0,3.967694202798607,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-10.116700000000002,-1,1,0,0,1,0,1,0,0,0,0,1
1,2,50.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,1,0,0,1,0,0,0,0,1
1,1,48.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,34.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
0,1,47.0,0,0,3.676300671907076,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-23.4792,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,48.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,38.0,0,0,2.0856720914304723,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.0000000000000009,4,1,1,0,1,0,0,1,0,0,1,0
0,2,24.0,0,0,2.774018948977746,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,0.0,-1,3,1,0,1,0,1,0,0,0,0,1
0,1,56.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1661924680884908,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.32500000000000107,2,1,1,1,0,0,0,1,0,0,1,0
1,3,0.75,2,1,3.0085645861193133,24.0,8.05,10.632997372069037,11.7239905502752,491,491,11.208299999999998,5,4,0,0,0,1,0,0,0,1,0,0
0,3,24.0,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,38.0,0,0,2.2682524139135403,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.6124999999999989,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,33.0,1,2,3.3586377672433594,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,12.7271,-1,3,0,0,1,0,1,0,0,0,0,1
1,2,23.0,0,0,2.694066212646058,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-1.2311999999999994,-1,1,0,0,0,0,1,0,0,0,0,1
0,3,22.0,0,0,2.3830123421066602,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.7874999999999996,-1,1,0,0,1,0,1,0,0,0,0,1
0,1,24.0,0,0,3.970291913552122,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-9.979199999999999,-1,2,1,0,1,0,1,0,0,0,0,1
0,2,34.0,1,0,3.091042453358316,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,5.9771,3,2,1,0,1,0,0,0,0,0,0,0
0,3,29.0,1,0,2.0851502161468174,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.0042000000000009,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,22.0,0,0,2.142510233146819,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.5292000000000003,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,2.0,0,1,2.586823743668066,24.0,8.05,10.632997372069037,11.7239905502752,491,491,4.237499999999999,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,9.0,5,2,3.8691155044168695,24.0,8.05,10.632997372069037,11.7239905502752,491,491,38.849999999999994,-1,6,1,0,1,0,1,0,0,0,0,1
0,2,24.0,0,0,2.774018948977746,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,50.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,63.0,0,0,2.3596740599781727,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.5374999999999996,-1,1,0,0,1,0,1,0,0,0,0,1
1,1,25.0,1,0,4.5226490762785785,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,29.1,-1,2,1,0,0,0,1,0,0,0,0,1
0,3,24.0,3,1,3.275887339030031,24.0,8.05,10.632997372069037,11.7239905502752,491,491,17.4167,-1,4,0,0,1,0,1,0,0,0,0,1
1,1,35.0,1,0,4.51085950651685,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,28.0208,-1,2,0,0,1,0,1,0,0,0,0,1
0,1,58.0,0,0,3.4242626545931514,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-32.2792,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,30.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,9.0,1,1,2.8273136219290276,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.85,2,2,1,0,1,0,0,0,0,0,0,0
0,3,24.0,1,0,3.0429354648621407,24.0,8.05,10.632997372069037,11.7239905502752,491,491,11.916699999999999,2,1,1,0,1,0,0,0,0,0,0,0
0,3,21.0,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,2,1,1,0,1,0,0,0,0,0,0,0
0,1,55.0,0,0,3.449987545831587,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-31.4792,2,1,1,0,1,0,0,0,0,0,0,0
0,1,71.0,0,0,3.922056501139853,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-12.475000000000001,2,1,1,0,0,0,0,0,0,0,0,0
0,3,21.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,2,1,1,0,1,0,0,0,0,0,0,0
0,3,24.0,0,0,2.738146075922933,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.408299999999999,2,2,1,0,0,0,0,0,0,0,0,0
1,1,54.0,1,0,4.37281811610993,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,16.2875,2,2,0,0,0,0,0,0,0,0,0,0
0,3,24.0,0,0,2.7788192719904172,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.049999999999999,2,1,1,0,1,0,0,0,0,0,0,0
0,1,25.0,1,2,5.027492411162679,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,89.57080000000002,2,4,0,0,1,0,0,0,0,0,0,0
0,3,24.0,0,0,2.174274334826008,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.25420000000000087,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,17.0,0,0,2.2682524139135403,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.6124999999999989,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,21.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,4,1,0,1,0,0,0,0,0,0,1,0
0,3,24.0,0,0,2.155151800914312,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.42080000000000073,7,1,0,1,0,1,0,0,0,1,0,0
0,3,37.0,0,0,2.3596740599781727,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.5374999999999996,-1,1,0,0,1,0,1,0,0,0,0,1
1,1,16.0,0,0,4.471638793363569,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,24.5208,-1,3,0,0,1,0,1,0,0,0,0,1
0,1,18.0,1,0,4.699570861409576,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,46.92080000000001,-1,2,1,0,0,0,1,0,0,0,0,1
1,2,33.0,0,2,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,-1,2,0,0,1,0,1,0,0,0,0,1
